,retail,period,area,kod_retail,group,kod_sku,weight,brand,quantity,purchase_price,sales_price,total_purchase,total_sales,profit
193,1,3,samara region,1158,торты  вафельные,198206,250,14,56,54.88107143,78.04464286,3073.3400000799998,4370.50000016,1297.1600000800004
194,1,3,samara region,1158,торты  вафельные,3460840,350,11,84,72.73821429,115.8340476,6110.01000036,9730.0599984,3620.04999804
195,1,3,samara region,1158,торты  вафельные,3523266,250,14,111,54.75828829,88.64189189,6078.17000019,9839.24999979,3761.0799995999996
196,1,3,samara region,1159,вафли,124647,220,5,46,30.82804348,54.97173913,1418.09000008,2528.69999998,1110.6099999
197,1,3,samara region,1159,вафли,3264878,290,13,49,32.07367347,51.40102041,1571.61000003,2518.65000009,947.04000006
198,1,3,samara region,1159,вафли,3391397,190,13,57,28.06701754,51.13192982,1599.81999978,2914.51999974,1314.69999996
199,1,3,samara region,1159,вафли,3552637,300,13,62,30.59967742,45.31532258,1897.1800000399999,2809.54999996,912.3699999200003
200,1,3,samara region,1159,вафли,3774152,39,6,80,36.59125,43.537,2927.3,3482.96,555.6599999999999
201,1,3,samara region,1159,вафли,4164637,180,2,71,27.13859155,40.54929577,1926.84000005,2878.99999967,952.1599996199998
202,1,3,smolensk region,1169,вафли мягкие,3335240,100,17,74,17.07783784,34.17094595,1263.7600001600001,2528.6500002999996,1264.8900001399995
203,1,3,smolensk region,1169,вафли,125299,220,5,48,31.23416667,51.006875,1499.24000016,2448.33,949.08999984
204,1,3,smolensk region,1169,вафли,181770,43,6,63,36.37619048,44.34587302,2291.70000024,2793.79000026,502.09000001999993
205,1,3,smolensk region,1169,вафли,3264877,290,13,54,40.07351852,57.14314815,2163.97000008,3085.7300001000003,921.7600000200005
206,1,3,smolensk region,1169,вафли,3391397,190,13,76,27.42039474,49.27078947,2083.95000024,3744.5799997199997,1660.6299994799997
207,1,3,smolensk region,1169,вафли,3552637,300,13,62,36.61177419,46.07032258,2269.92999978,2856.35999996,586.4300001800002
208,1,3,smolensk region,1169,вафли,3743049,40,5,435,9.994988506,14.54328736,4347.82000011,6326.3300016,1978.51000149
209,1,3,smolensk region,1169,вафли,3774152,39,6,101,36.26465347,47.10752475,3662.73000047,4757.8599997500005,1095.1299992800004
210,1,3,tatarstan,1150,вафли мягкие,3335226,150,17,46,22.76065217,38.52130435,1046.98999982,1771.9800001,724.99000028
211,1,3,tatarstan,1150,вафли мягкие,3335231,140,17,62,19.47596774,35.24048387,1207.5099998800001,2184.90999994,977.4000000599999
212,1,3,tatarstan,1150,вафли,124647,220,5,52,30.93961538,57.33692308,1608.85999976,2981.52000016,1372.6600004000002
213,1,3,tatarstan,1150,вафли,181770,43,6,228,36.83701754,47.3522807,8398.83999912,10796.3199996,2397.48000048
